datetime,date,hour,weather,temperature_c,humidity_percent
2024-02-09 15:00:00,2024-02-09,15,cloudy,30.7,89.8
2024-02-09 16:00:00,2024-02-09,16,clear,29.0,74.6
2024-02-09 17:00:00,2024-02-09,17,cloudy,28.2,93.9
2024-02-09 18:00:00,2024-02-09,18,clear,28.0,70.4
2024-02-09 19:00:00,2024-02-09,19,clear,31.5,71.1
2024-02-09 20:00:00,2024-02-09,20,clear,29.3,72.6
2024-02-09 21:00:00,2024-02-09,21,clear,25.4,72.2
2024-02-09 22:00:00,2024-02-09,22,clear,22.0,79.7
2024-02-09 23:00:00,2024-02-09,23,cloudy,28.4,68.5
2024-02-10 00:00:00,2024-02-10,0,clear,24.6,76.9
2024-02-10 01:00:00,2024-02-10,1,cloudy,26.0,60.7
2024-02-10 02:00:00,2024-02-10,2,cloudy,24.7,68.6
2024-02-10 03:00:00,2024-02-10,3,partly_cloudy,25.6,85.5
2024-02-10 04:00:00,2024-02-10,4,partly_cloudy,27.6,72.6
2024-02-10 05:00:00,2024-02-10,5,clear,27.3,68.1
2024-02-10 06:00:00,2024-02-10,6,clear,28.0,70.5
2024-02-10 07:00:00,2024-02-10,7,clear,22.0,85.7
2024-02-10 08:00:00,2024-02-10,8,clear,28.2,72.8
2024-02-10 09:00:00,2024-02-10,9,partly_cloudy,26.3,73.2
2024-02-10 10:00:00,2024-02-10,10,partly_cloudy,28.7,62.0
2024-02-10 11:00:00,2024-02-10,11,clear,29.8,79.7
2024-02-10 12:00:00,2024-02-10,12,partly_cloudy,31.0,64.2
2024-02-10 13:00:00,2024-02-10,13,light_rain,27.7,93.8
2024-02-10 14:00:00,2024-02-10,14,moderate_rain,30.8,82.8
2024-02-10 15:00:00,2024-02-10,15,cloudy,35.0,76.6
2024-02-10 16:00:00,2024-02-10,16,moderate_rain,30.0,89.6
2024-02-10 17:00:00,2024-02-10,17,moderate_rain,29.9,97.2
2024-02-10 18:00:00,2024-02-10,18,clear,30.9,84.8
2024-02-10 19:00:00,2024-02-10,19,partly_cloudy,26.6,61.3
2024-02-10 20:00:00,2024-02-10,20,clear,26.1,72.3
2024-02-10 21:00:00,2024-02-10,21,clear,27.7,61.2
2024-02-10 22:00:00,2024-02-10,22,cloudy,28.3,69.6
2024-02-10 23:00:00,2024-02-10,23,clear,25.5,73.2
2024-02-11 00:00:00,2024-02-11,0,partly_cloudy,25.4,63.3
2024-02-11 01:00:00,2024-02-11,1,clear,26.2,73.8
2024-02-11 02:00:00,2024-02-11,2,cloudy,28.8,76.7
2024-02-11 03:00:00,2024-02-11,3,clear,26.9,96.4
2024-02-11 04:00:00,2024-02-11,4,partly_cloudy,28.6,72.8
2024-02-11 05:00:00,2024-02-11,5,partly_cloudy,28.0,74.3
2024-02-11 06:00:00,2024-02-11,6,clear,29.0,82.5
2024-02-11 07:00:00,2024-02-11,7,partly_cloudy,25.2,77.7
2024-02-11 08:00:00,2024-02-11,8,partly_cloudy,27.3,60.0
2024-02-11 09:00:00,2024-02-11,9,clear,32.3,82.0
2024-02-11 10:00:00,2024-02-11,10,clear,27.5,96.0
2024-02-11 11:00:00,2024-02-11,11,cloudy,30.8,72.4
2024-02-11 12:00:00,2024-02-11,12,partly_cloudy,34.2,87.2
2024-02-11 13:00:00,2024-02-11,13,light_rain,35.0,94.6
2024-02-11 14:00:00,2024-02-11,14,clear,32.2,68.3
2024-02-11 15:00:00,2024-02-11,15,light_rain,30.0,89.2
2024-02-11 16:00:00,2024-02-11,16,moderate_rain,29.4,92.5
2024-02-11 17:00:00,2024-02-11,17,partly_cloudy,27.6,71.5
2024-02-11 18:00:00,2024-02-11,18,clear,26.9,60.0
2024-02-11 19:00:00,2024-02-11,19,partly_cloudy,24.7,73.1
2024-02-11 20:00:00,2024-02-11,20,partly_cloudy,29.5,87.3
2024-02-11 21:00:00,2024-02-11,21,partly_cloudy,26.8,85.0
2024-02-11 22:00:00,2024-02-11,22,cloudy,26.6,62.1
2024-02-11 23:00:00,2024-02-11,23,clear,27.7,93.9
2024-02-12 00:00:00,2024-02-12,0,partly_cloudy,26.3,70.3
2024-02-12 01:00:00,2024-02-12,1,clear,27.1,82.1
2024-02-12 02:00:00,2024-02-12,2,partly_cloudy,26.5,84.2
2024-02-12 03:00:00,2024-02-12,3,partly_cloudy,28.0,60.0
2024-02-12 04:00:00,2024-02-12,4,clear,26.0,66.1
2024-02-12 05:00:00,2024-02-12,5,clear,26.8,94.3
2024-02-12 06:00:00,2024-02-12,6,partly_cloudy,25.4,67.6
2024-02-12 07:00:00,2024-02-12,7,partly_cloudy,26.7,78.1
2024-02-12 08:00:00,2024-02-12,8,partly_cloudy,25.3,77.0
2024-02-12 09:00:00,2024-02-12,9,partly_cloudy,26.7,83.7
2024-02-12 10:00:00,2024-02-12,10,cloudy,32.2,85.0
2024-02-12 11:00:00,2024-02-12,11,clear,30.6,85.6
2024-02-12 12:00:00,2024-02-12,12,partly_cloudy,30.6,94.4
2024-02-12 13:00:00,2024-02-12,13,clear,31.6,77.4
2024-02-12 14:00:00,2024-02-12,14,heavy_rain,31.2,79.3
2024-02-12 15:00:00,2024-02-12,15,clear,32.8,84.1
2024-02-12 16:00:00,2024-02-12,16,clear,27.1,79.5
2024-02-12 17:00:00,2024-02-12,17,clear,25.3,80.0
2024-02-12 18:00:00,2024-02-12,18,clear,27.9,73.7
2024-02-12 19:00:00,2024-02-12,19,partly_cloudy,31.6,71.9
2024-02-12 20:00:00,2024-02-12,20,partly_cloudy,28.1,71.6
2024-02-12 21:00:00,2024-02-12,21,partly_cloudy,24.8,73.6
2024-02-12 22:00:00,2024-02-12,22,cloudy,27.4,72.2
2024-02-12 23:00:00,2024-02-12,23,clear,25.3,79.6
2024-02-13 00:00:00,2024-02-13,0,cloudy,26.6,78.3
2024-02-13 01:00:00,2024-02-13,1,clear,22.6,75.6
2024-02-13 02:00:00,2024-02-13,2,clear,25.6,69.7
2024-02-13 03:00:00,2024-02-13,3,partly_cloudy,27.7,94.4
2024-02-13 04:00:00,2024-02-13,4,partly_cloudy,30.4,69.1
2024-02-13 05:00:00,2024-02-13,5,cloudy,25.2,66.7
2024-02-13 06:00:00,2024-02-13,6,clear,25.2,70.0
2024-02-13 07:00:00,2024-02-13,7,clear,29.4,69.1
2024-02-13 08:00:00,2024-02-13,8,clear,30.0,88.8
2024-02-13 09:00:00,2024-02-13,9,clear,26.9,64.0
2024-02-13 10:00:00,2024-02-13,10,cloudy,29.0,91.0
2024-02-13 11:00:00,2024-02-13,11,clear,30.5,60.0
2024-02-13 12:00:00,2024-02-13,12,clear,31.6,64.0
2024-02-13 13:00:00,2024-02-13,13,moderate_rain,32.3,92.8
2024-02-13 14:00:00,2024-02-13,14,light_rain,32.6,99.4
2024-02-13 15:00:00,2024-02-13,15,partly_cloudy,30.1,71.8
2024-02-13 16:00:00,2024-02-13,16,moderate_rain,30.5,88.3
2024-02-13 17:00:00,2024-02-13,17,partly_cloudy,26.8,60.0
2024-02-13 18:00:00,2024-02-13,18,partly_cloudy,27.4,67.7
2024-02-13 19:00:00,2024-02-13,19,clear,29.0,79.8
2024-02-13 20:00:00,2024-02-13,20,partly_cloudy,28.1,65.0
2024-02-13 21:00:00,2024-02-13,21,partly_cloudy,23.7,62.6
2024-02-13 22:00:00,2024-02-13,22,partly_cloudy,29.2,87.8
2024-02-13 23:00:00,2024-02-13,23,partly_cloudy,24.7,82.0
2024-02-14 00:00:00,2024-02-14,0,clear,23.1,75.0
2024-02-14 01:00:00,2024-02-14,1,clear,26.5,75.7
2024-02-14 02:00:00,2024-02-14,2,clear,25.8,95.9
2024-02-14 03:00:00,2024-02-14,3,partly_cloudy,27.9,71.8
2024-02-14 04:00:00,2024-02-14,4,cloudy,25.0,68.0
2024-02-14 05:00:00,2024-02-14,5,partly_cloudy,26.5,71.7
2024-02-14 06:00:00,2024-02-14,6,partly_cloudy,27.0,77.9
2024-02-14 07:00:00,2024-02-14,7,partly_cloudy,27.5,70.9
2024-02-14 08:00:00,2024-02-14,8,clear,23.2,63.5
2024-02-14 09:00:00,2024-02-14,9,clear,29.1,60.0
2024-02-14 10:00:00,2024-02-14,10,clear,31.0,68.1
2024-02-14 11:00:00,2024-02-14,11,cloudy,31.7,74.8
2024-02-14 12:00:00,2024-02-14,12,partly_cloudy,31.0,79.1
2024-02-14 13:00:00,2024-02-14,13,partly_cloudy,30.4,82.3
2024-02-14 14:00:00,2024-02-14,14,moderate_rain,29.1,86.0
2024-02-14 15:00:00,2024-02-14,15,partly_cloudy,33.3,78.0
2024-02-14 16:00:00,2024-02-14,16,heavy_rain,33.3,87.3
2024-02-14 17:00:00,2024-02-14,17,heavy_rain,26.8,95.4
2024-02-14 18:00:00,2024-02-14,18,cloudy,26.8,67.4
2024-02-14 19:00:00,2024-02-14,19,clear,27.6,68.2
2024-02-14 20:00:00,2024-02-14,20,partly_cloudy,30.4,60.0
2024-02-14 21:00:00,2024-02-14,21,clear,26.3,72.5
2024-02-14 22:00:00,2024-02-14,22,clear,24.4,74.6
2024-02-14 23:00:00,2024-02-14,23,partly_cloudy,27.7,60.0
2024-02-15 00:00:00,2024-02-15,0,partly_cloudy,24.8,78.4
2024-02-15 01:00:00,2024-02-15,1,partly_cloudy,25.4,85.5
2024-02-15 02:00:00,2024-02-15,2,clear,24.6,60.0
2024-02-15 03:00:00,2024-02-15,3,partly_cloudy,24.3,74.9
2024-02-15 04:00:00,2024-02-15,4,cloudy,25.0,71.0
2024-02-15 05:00:00,2024-02-15,5,partly_cloudy,29.8,98.4
2024-02-15 06:00:00,2024-02-15,6,clear,24.4,60.0
2024-02-15 07:00:00,2024-02-15,7,clear,27.4,82.4
2024-02-15 08:00:00,2024-02-15,8,partly_cloudy,30.1,97.4
2024-02-15 09:00:00,2024-02-15,9,clear,30.0,91.3
2024-02-15 10:00:00,2024-02-15,10,cloudy,34.7,81.5
2024-02-15 11:00:00,2024-02-15,11,clear,33.5,85.9
2024-02-15 12:00:00,2024-02-15,12,cloudy,28.5,90.5
2024-02-15 13:00:00,2024-02-15,13,clear,34.3,60.5
2024-02-15 14:00:00,2024-02-15,14,clear,31.0,60.0
2024-02-15 15:00:00,2024-02-15,15,clear,32.7,89.6
2024-02-15 16:00:00,2024-02-15,16,moderate_rain,28.2,96.6
2024-02-15 17:00:00,2024-02-15,17,cloudy,31.7,84.3
2024-02-15 18:00:00,2024-02-15,18,moderate_rain,27.8,98.9
2024-02-15 19:00:00,2024-02-15,19,clear,29.6,76.9
2024-02-15 20:00:00,2024-02-15,20,clear,26.7,70.5
2024-02-15 21:00:00,2024-02-15,21,clear,26.9,66.1
2024-02-15 22:00:00,2024-02-15,22,clear,27.6,76.6
2024-02-15 23:00:00,2024-02-15,23,clear,27.8,68.2
2024-02-16 00:00:00,2024-02-16,0,clear,26.2,75.2
2024-02-16 01:00:00,2024-02-16,1,cloudy,24.7,83.1
2024-02-16 02:00:00,2024-02-16,2,partly_cloudy,28.3,83.6
2024-02-16 03:00:00,2024-02-16,3,clear,27.2,67.9
2024-02-16 04:00:00,2024-02-16,4,cloudy,26.9,75.3
2024-02-16 05:00:00,2024-02-16,5,clear,26.0,76.6
2024-02-16 06:00:00,2024-02-16,6,cloudy,25.2,63.0
2024-02-16 07:00:00,2024-02-16,7,clear,25.3,72.6
2024-02-16 08:00:00,2024-02-16,8,clear,32.5,71.6
2024-02-16 09:00:00,2024-02-16,9,clear,28.8,72.0
2024-02-16 10:00:00,2024-02-16,10,partly_cloudy,33.5,69.3
2024-02-16 11:00:00,2024-02-16,11,clear,31.5,73.5
2024-02-16 12:00:00,2024-02-16,12,cloudy,30.1,81.8
2024-02-16 13:00:00,2024-02-16,13,light_rain,29.5,88.4
2024-02-16 14:00:00,2024-02-16,14,partly_cloudy,33.2,72.6
2024-02-16 15:00:00,2024-02-16,15,light_rain,29.9,87.3
2024-02-16 16:00:00,2024-02-16,16,moderate_rain,26.7,84.3
2024-02-16 17:00:00,2024-02-16,17,light_rain,24.7,82.1
2024-02-16 18:00:00,2024-02-16,18,clear,28.3,72.4
2024-02-16 19:00:00,2024-02-16,19,clear,28.8,70.5
2024-02-16 20:00:00,2024-02-16,20,cloudy,30.9,60.2
2024-02-16 21:00:00,2024-02-16,21,partly_cloudy,29.0,84.0
2024-02-16 22:00:00,2024-02-16,22,clear,25.1,81.5
2024-02-16 23:00:00,2024-02-16,23,clear,26.1,60.0
2024-02-17 00:00:00,2024-02-17,0,partly_cloudy,27.1,71.8
2024-02-17 01:00:00,2024-02-17,1,clear,24.9,60.0
2024-02-17 02:00:00,2024-02-17,2,clear,29.2,73.2
2024-02-17 03:00:00,2024-02-17,3,cloudy,27.3,71.1
2024-02-17 04:00:00,2024-02-17,4,partly_cloudy,23.9,84.4
2024-02-17 05:00:00,2024-02-17,5,clear,27.4,90.0
2024-02-17 06:00:00,2024-02-17,6,clear,30.1,60.0
2024-02-17 07:00:00,2024-02-17,7,partly_cloudy,29.9,71.3
2024-02-17 08:00:00,2024-02-17,8,cloudy,26.1,84.8
2024-02-17 09:00:00,2024-02-17,9,clear,31.6,63.8
2024-02-17 10:00:00,2024-02-17,10,clear,27.3,68.2
2024-02-17 11:00:00,2024-02-17,11,partly_cloudy,31.4,91.9
2024-02-17 12:00:00,2024-02-17,12,cloudy,33.2,77.9
2024-02-17 13:00:00,2024-02-17,13,cloudy,31.2,81.7
2024-02-17 14:00:00,2024-02-17,14,light_rain,30.8,85.1
2024-02-17 15:00:00,2024-02-17,15,storm,32.8,93.3
2024-02-17 16:00:00,2024-02-17,16,cloudy,26.8,69.2
2024-02-17 17:00:00,2024-02-17,17,partly_cloudy,26.8,69.2
2024-02-17 18:00:00,2024-02-17,18,cloudy,30.7,97.6
2024-02-17 19:00:00,2024-02-17,19,partly_cloudy,29.0,75.6
2024-02-17 20:00:00,2024-02-17,20,clear,29.3,68.9
2024-02-17 21:00:00,2024-02-17,21,clear,29.1,67.0
2024-02-17 22:00:00,2024-02-17,22,cloudy,29.5,73.1
2024-02-17 23:00:00,2024-02-17,23,clear,27.5,80.8
2024-02-18 00:00:00,2024-02-18,0,clear,25.9,89.7
2024-02-18 01:00:00,2024-02-18,1,partly_cloudy,24.4,77.5
2024-02-18 02:00:00,2024-02-18,2,cloudy,30.1,68.6
2024-02-18 03:00:00,2024-02-18,3,partly_cloudy,26.2,65.7
2024-02-18 04:00:00,2024-02-18,4,partly_cloudy,29.2,73.8
2024-02-18 05:00:00,2024-02-18,5,partly_cloudy,22.5,68.0
2024-02-18 06:00:00,2024-02-18,6,clear,26.9,67.9
2024-02-18 07:00:00,2024-02-18,7,clear,26.7,80.9
2024-02-18 08:00:00,2024-02-18,8,clear,23.4,100.0
2024-02-18 09:00:00,2024-02-18,9,clear,33.1,71.1
2024-02-18 10:00:00,2024-02-18,10,clear,31.6,81.8
2024-02-18 11:00:00,2024-02-18,11,clear,29.1,66.2
2024-02-18 12:00:00,2024-02-18,12,moderate_rain,29.0,91.6
2024-02-18 13:00:00,2024-02-18,13,cloudy,29.0,88.7
2024-02-18 14:00:00,2024-02-18,14,partly_cloudy,28.6,82.1
2024-02-18 15:00:00,2024-02-18,15,moderate_rain,29.6,99.1
2024-02-18 16:00:00,2024-02-18,16,moderate_rain,32.0,86.6
2024-02-18 17:00:00,2024-02-18,17,cloudy,31.7,84.5
2024-02-18 18:00:00,2024-02-18,18,clear,27.5,60.4
2024-02-18 19:00:00,2024-02-18,19,clear,29.5,92.0
2024-02-18 20:00:00,2024-02-18,20,clear,27.6,86.6
2024-02-18 21:00:00,2024-02-18,21,clear,26.8,64.1
2024-02-18 22:00:00,2024-02-18,22,partly_cloudy,27.5,65.9
2024-02-18 23:00:00,2024-02-18,23,clear,26.5,77.2
2024-02-19 00:00:00,2024-02-19,0,clear,26.9,66.7
2024-02-19 01:00:00,2024-02-19,1,clear,22.0,61.4
2024-02-19 02:00:00,2024-02-19,2,clear,27.0,65.6
2024-02-19 03:00:00,2024-02-19,3,clear,28.0,79.1
2024-02-19 04:00:00,2024-02-19,4,clear,25.1,67.1
2024-02-19 05:00:00,2024-02-19,5,cloudy,27.9,74.1
2024-02-19 06:00:00,2024-02-19,6,clear,29.6,77.3
2024-02-19 07:00:00,2024-02-19,7,clear,28.4,72.0
2024-02-19 08:00:00,2024-02-19,8,cloudy,27.4,71.7
2024-02-19 09:00:00,2024-02-19,9,clear,29.7,62.0
2024-02-19 10:00:00,2024-02-19,10,clear,30.1,89.2
2024-02-19 11:00:00,2024-02-19,11,partly_cloudy,33.6,74.7
2024-02-19 12:00:00,2024-02-19,12,partly_cloudy,32.2,84.6
2024-02-19 13:00:00,2024-02-19,13,clear,32.9,76.3
2024-02-19 14:00:00,2024-02-19,14,storm,31.0,95.6
2024-02-19 15:00:00,2024-02-19,15,clear,31.2,84.3
2024-02-19 16:00:00,2024-02-19,16,clear,24.0,77.9
2024-02-19 17:00:00,2024-02-19,17,moderate_rain,32.7,92.3
2024-02-19 18:00:00,2024-02-19,18,clear,30.6,67.8
2024-02-19 19:00:00,2024-02-19,19,clear,31.8,71.4
2024-02-19 20:00:00,2024-02-19,20,clear,31.6,73.5
2024-02-19 21:00:00,2024-02-19,21,clear,27.3,63.4
2024-02-19 22:00:00,2024-02-19,22,clear,24.0,77.6
2024-02-19 23:00:00,2024-02-19,23,clear,25.2,67.7
2024-02-20 00:00:00,2024-02-20,0,partly_cloudy,23.4,60.0
2024-02-20 01:00:00,2024-02-20,1,clear,23.2,84.7
2024-02-20 02:00:00,2024-02-20,2,cloudy,27.8,62.7
2024-02-20 03:00:00,2024-02-20,3,clear,26.9,84.1
2024-02-20 04:00:00,2024-02-20,4,clear,25.5,77.0
2024-02-20 05:00:00,2024-02-20,5,clear,27.9,60.0
2024-02-20 06:00:00,2024-02-20,6,clear,26.9,88.1
2024-02-20 07:00:00,2024-02-20,7,partly_cloudy,27.8,86.3
2024-02-20 08:00:00,2024-02-20,8,partly_cloudy,27.7,60.6
2024-02-20 09:00:00,2024-02-20,9,partly_cloudy,27.0,82.7
2024-02-20 10:00:00,2024-02-20,10,partly_cloudy,33.1,80.9
2024-02-20 11:00:00,2024-02-20,11,clear,31.4,71.8
2024-02-20 12:00:00,2024-02-20,12,cloudy,31.4,83.4
2024-02-20 13:00:00,2024-02-20,13,clear,33.0,67.9
2024-02-20 14:00:00,2024-02-20,14,light_rain,31.3,89.8
2024-02-20 15:00:00,2024-02-20,15,storm,29.6,86.9
2024-02-20 16:00:00,2024-02-20,16,light_rain,24.5,80.8
2024-02-20 17:00:00,2024-02-20,17,partly_cloudy,32.4,60.0
2024-02-20 18:00:00,2024-02-20,18,clear,26.1,76.9
2024-02-20 19:00:00,2024-02-20,19,partly_cloudy,29.6,83.9
2024-02-20 20:00:00,2024-02-20,20,clear,29.6,73.1
2024-02-20 21:00:00,2024-02-20,21,clear,25.7,65.3
2024-02-20 22:00:00,2024-02-20,22,clear,25.4,81.3
2024-02-20 23:00:00,2024-02-20,23,clear,22.4,75.4
2024-02-21 00:00:00,2024-02-21,0,clear,25.9,66.0
2024-02-21 01:00:00,2024-02-21,1,clear,23.7,81.4
2024-02-21 02:00:00,2024-02-21,2,clear,25.8,67.1
2024-02-21 03:00:00,2024-02-21,3,clear,30.4,60.0
2024-02-21 04:00:00,2024-02-21,4,partly_cloudy,27.8,77.6
2024-02-21 05:00:00,2024-02-21,5,clear,25.2,68.8
2024-02-21 06:00:00,2024-02-21,6,clear,29.9,60.0
2024-02-21 07:00:00,2024-02-21,7,partly_cloudy,29.1,79.1
2024-02-21 08:00:00,2024-02-21,8,clear,25.8,86.0
2024-02-21 09:00:00,2024-02-21,9,clear,24.7,87.4
2024-02-21 10:00:00,2024-02-21,10,clear,35.0,72.7
2024-02-21 11:00:00,2024-02-21,11,cloudy,26.2,60.4
2024-02-21 12:00:00,2024-02-21,12,light_rain,29.7,84.4
2024-02-21 13:00:00,2024-02-21,13,partly_cloudy,35.0,82.9
2024-02-21 14:00:00,2024-02-21,14,moderate_rain,31.6,89.1
2024-02-21 15:00:00,2024-02-21,15,moderate_rain,31.7,93.3
2024-02-21 16:00:00,2024-02-21,16,partly_cloudy,27.3,89.9
2024-02-21 17:00:00,2024-02-21,17,clear,28.1,60.0
2024-02-21 18:00:00,2024-02-21,18,partly_cloudy,31.9,65.1
2024-02-21 19:00:00,2024-02-21,19,partly_cloudy,27.9,85.2
2024-02-21 20:00:00,2024-02-21,20,clear,29.2,61.5
2024-02-21 21:00:00,2024-02-21,21,partly_cloudy,28.5,70.2
2024-02-21 22:00:00,2024-02-21,22,clear,30.0,83.4
2024-02-21 23:00:00,2024-02-21,23,partly_cloudy,23.7,82.5
2024-02-22 00:00:00,2024-02-22,0,clear,27.0,60.0
2024-02-22 01:00:00,2024-02-22,1,partly_cloudy,24.6,80.7
2024-02-22 02:00:00,2024-02-22,2,clear,23.6,74.9
2024-02-22 03:00:00,2024-02-22,3,clear,25.9,61.2
2024-02-22 04:00:00,2024-02-22,4,partly_cloudy,27.8,75.6
2024-02-22 05:00:00,2024-02-22,5,clear,23.8,60.7
2024-02-22 06:00:00,2024-02-22,6,clear,23.7,69.0
2024-02-22 07:00:00,2024-02-22,7,clear,25.2,84.4
2024-02-22 08:00:00,2024-02-22,8,clear,29.2,73.6
2024-02-22 09:00:00,2024-02-22,9,partly_cloudy,27.4,76.4
2024-02-22 10:00:00,2024-02-22,10,cloudy,32.4,70.3
2024-02-22 11:00:00,2024-02-22,11,clear,31.8,86.8
2024-02-22 12:00:00,2024-02-22,12,cloudy,26.3,79.9
2024-02-22 13:00:00,2024-02-22,13,moderate_rain,28.9,90.4
2024-02-22 14:00:00,2024-02-22,14,moderate_rain,30.9,93.0
2024-02-22 15:00:00,2024-02-22,15,light_rain,28.6,81.7
2024-02-22 16:00:00,2024-02-22,16,clear,27.4,100.0
2024-02-22 17:00:00,2024-02-22,17,partly_cloudy,28.8,95.2
2024-02-22 18:00:00,2024-02-22,18,partly_cloudy,29.2,65.2
2024-02-22 19:00:00,2024-02-22,19,clear,30.6,77.3
2024-02-22 20:00:00,2024-02-22,20,cloudy,27.9,75.3
2024-02-22 21:00:00,2024-02-22,21,partly_cloudy,24.9,61.4
2024-02-22 22:00:00,2024-02-22,22,cloudy,26.6,74.7
2024-02-22 23:00:00,2024-02-22,23,cloudy,26.0,71.5
2024-02-23 00:00:00,2024-02-23,0,clear,25.1,78.7
2024-02-23 01:00:00,2024-02-23,1,clear,24.9,61.6
2024-02-23 02:00:00,2024-02-23,2,partly_cloudy,25.1,76.4
2024-02-23 03:00:00,2024-02-23,3,clear,27.2,92.0
2024-02-23 04:00:00,2024-02-23,4,clear,30.2,81.8
2024-02-23 05:00:00,2024-02-23,5,partly_cloudy,22.2,61.7
2024-02-23 06:00:00,2024-02-23,6,partly_cloudy,30.7,87.9
2024-02-23 07:00:00,2024-02-23,7,clear,26.8,67.4
2024-02-23 08:00:00,2024-02-23,8,partly_cloudy,26.9,70.8
2024-02-23 09:00:00,2024-02-23,9,partly_cloudy,26.3,67.3
2024-02-23 10:00:00,2024-02-23,10,clear,28.6,86.6
2024-02-23 11:00:00,2024-02-23,11,partly_cloudy,28.7,69.7
2024-02-23 12:00:00,2024-02-23,12,clear,32.9,74.0
2024-02-23 13:00:00,2024-02-23,13,cloudy,32.2,76.1
2024-02-23 14:00:00,2024-02-23,14,cloudy,27.1,72.1
2024-02-23 15:00:00,2024-02-23,15,clear,32.7,79.9
2024-02-23 16:00:00,2024-02-23,16,partly_cloudy,32.0,78.3
2024-02-23 17:00:00,2024-02-23,17,moderate_rain,27.8,86.2
2024-02-23 18:00:00,2024-02-23,18,light_rain,27.6,88.5
2024-02-23 19:00:00,2024-02-23,19,clear,28.5,70.7
2024-02-23 20:00:00,2024-02-23,20,clear,32.4,81.5
2024-02-23 21:00:00,2024-02-23,21,clear,26.8,89.9
2024-02-23 22:00:00,2024-02-23,22,cloudy,27.7,84.5
2024-02-23 23:00:00,2024-02-23,23,partly_cloudy,25.2,65.5
2024-02-24 00:00:00,2024-02-24,0,cloudy,26.1,65.4
2024-02-24 01:00:00,2024-02-24,1,partly_cloudy,27.8,72.2
2024-02-24 02:00:00,2024-02-24,2,partly_cloudy,25.2,84.5
2024-02-24 03:00:00,2024-02-24,3,partly_cloudy,24.7,69.7
2024-02-24 04:00:00,2024-02-24,4,clear,24.5,87.0
2024-02-24 05:00:00,2024-02-24,5,cloudy,27.3,94.9
2024-02-24 06:00:00,2024-02-24,6,partly_cloudy,27.4,60.0
2024-02-24 07:00:00,2024-02-24,7,partly_cloudy,28.0,66.8
2024-02-24 08:00:00,2024-02-24,8,partly_cloudy,28.0,78.9
2024-02-24 09:00:00,2024-02-24,9,clear,27.7,61.0
2024-02-24 10:00:00,2024-02-24,10,clear,32.8,93.5
2024-02-24 11:00:00,2024-02-24,11,partly_cloudy,32.5,76.5
2024-02-24 12:00:00,2024-02-24,12,partly_cloudy,32.0,85.4
2024-02-24 13:00:00,2024-02-24,13,moderate_rain,29.6,92.3
2024-02-24 14:00:00,2024-02-24,14,heavy_rain,32.2,91.4
2024-02-24 15:00:00,2024-02-24,15,light_rain,29.7,94.6
2024-02-24 16:00:00,2024-02-24,16,light_rain,25.3,84.6
2024-02-24 17:00:00,2024-02-24,17,clear,29.0,94.0
2024-02-24 18:00:00,2024-02-24,18,partly_cloudy,28.8,76.1
2024-02-24 19:00:00,2024-02-24,19,clear,31.7,78.3
2024-02-24 20:00:00,2024-02-24,20,clear,30.8,70.2
2024-02-24 21:00:00,2024-02-24,21,cloudy,28.1,71.9
2024-02-24 22:00:00,2024-02-24,22,partly_cloudy,26.0,60.0
2024-02-24 23:00:00,2024-02-24,23,cloudy,22.0,78.8
2024-02-25 00:00:00,2024-02-25,0,clear,22.0,78.8
2024-02-25 01:00:00,2024-02-25,1,clear,26.5,77.2
2024-02-25 02:00:00,2024-02-25,2,clear,29.4,71.1
2024-02-25 03:00:00,2024-02-25,3,clear,26.7,63.1
2024-02-25 04:00:00,2024-02-25,4,cloudy,26.9,73.0
2024-02-25 05:00:00,2024-02-25,5,partly_cloudy,27.9,75.9
2024-02-25 06:00:00,2024-02-25,6,partly_cloudy,28.4,78.8
2024-02-25 07:00:00,2024-02-25,7,clear,25.5,67.6
2024-02-25 08:00:00,2024-02-25,8,clear,30.0,78.8
2024-02-25 09:00:00,2024-02-25,9,cloudy,29.1,78.8
2024-02-25 10:00:00,2024-02-25,10,partly_cloudy,33.7,75.0
2024-02-25 11:00:00,2024-02-25,11,clear,33.2,73.7
2024-02-25 12:00:00,2024-02-25,12,partly_cloudy,34.1,73.8
2024-02-25 13:00:00,2024-02-25,13,moderate_rain,31.0,85.6
2024-02-25 14:00:00,2024-02-25,14,moderate_rain,29.8,84.3
2024-02-25 15:00:00,2024-02-25,15,moderate_rain,33.0,82.4
2024-02-25 16:00:00,2024-02-25,16,moderate_rain,28.1,91.4
2024-02-25 17:00:00,2024-02-25,17,heavy_rain,28.5,89.6
2024-02-25 18:00:00,2024-02-25,18,moderate_rain,27.7,83.0
2024-02-25 19:00:00,2024-02-25,19,partly_cloudy,26.9,64.2
2024-02-25 20:00:00,2024-02-25,20,clear,28.1,85.5
2024-02-25 21:00:00,2024-02-25,21,clear,26.3,92.8
2024-02-25 22:00:00,2024-02-25,22,cloudy,26.6,68.5
2024-02-25 23:00:00,2024-02-25,23,clear,26.6,92.9
2024-02-26 00:00:00,2024-02-26,0,cloudy,27.9,62.5
2024-02-26 01:00:00,2024-02-26,1,cloudy,24.7,60.0
2024-02-26 02:00:00,2024-02-26,2,partly_cloudy,23.5,78.5
2024-02-26 03:00:00,2024-02-26,3,clear,25.3,75.8
2024-02-26 04:00:00,2024-02-26,4,clear,27.8,90.7
